seed,source_timestep,target_timestep,total_depth,reset_depth,oracle_error,free_error,reset_error,free_minus_oracle,reset_minus_oracle,reset_gain,pre_reset_state_gap,recovery_ratio
3,90,82,8,6,0.0026842139195650816,0.0028402896132320166,0.0027137903962284327,0.00015607569366693497,2.957647666335106e-05,0.0001264992170035839,5.3815736464457586e-05,0.8104991496852344
3,90,74,16,4,0.0013740041758865118,0.001518782926723361,0.0014675671700388193,0.0001447787508368492,9.356299415230751e-05,5.12157566845417e-05,2.7680433049681596e-05,0.35375188961435783
3,90,74,16,8,0.0013740041758865118,0.001518782926723361,0.001430358039215207,0.0001447787508368492,5.63538633286953e-05,8.842488750815392e-05,8.366839756490663e-05,0.6107587404715191
3,90,74,16,12,0.0013740041758865118,0.001518782926723361,0.0013997831847518682,0.0001447787508368492,2.5779008865356445e-05,0.00011899974197149277,0.00014816214388702065,0.821942041105143
3,50,46,4,1,0.00039257726166397333,0.00040240606176666915,0.000399958313209936,9.828800102695823e-06,7.381051545962691e-06,2.4477485567331314e-06,2.0836309033711586e-07,0.24903839035873443
3,50,46,4,2,0.00039257726166397333,0.00040240606176666915,0.00039736792678013444,9.828800102695823e-06,4.790665116161108e-06,5.038134986534715e-06,8.205335575439676e-07,0.5125890173667146
3,50,46,4,3,0.00039257726166397333,0.00040240606176666915,0.00039501316496171057,9.828800102695823e-06,2.435903297737241e-06,7.392896804958582e-06,1.8177917127104593e-06,0.7521667678367855
3,50,42,8,2,0.0003462512686382979,0.00036632883711718023,0.00036136829294264317,2.0077568478882313e-05,1.511702430434525e-05,4.960544174537063e-06,8.205335575439676e-07,0.24706897051575683
3,50,42,8,4,0.0003462512686382979,0.00036632883711718023,0.0003564847866073251,2.0077568478882313e-05,1.0233517969027162e-05,9.844050509855151e-06,3.1846136607782682e-06,0.4903009306236048
3,50,42,8,6,0.0003462512686382979,0.00036632883711718023,0.0003514789277687669,2.0077568478882313e-05,5.227659130468965e-06,1.4849909348413348e-05,6.964976364542963e-06,0.7396268808163975
3,50,34,16,4,0.00027145358035340905,0.00031513531575910747,0.0003047828213311732,4.368173540569842e-05,3.332924097776413e-05,1.0352494427934289e-05,3.1846136607782682e-06,0.23699824038089323
3,50,34,16,8,0.00027145358035340905,0.00031513531575910747,0.00029416699544526637,4.368173540569842e-05,2.2713415091857314e-05,2.0968320313841105e-05,1.2028769560856745e-05,0.48002489184772
3,50,34,16,12,0.00027145358035340905,0.00031513531575910747,0.00028310163179412484,4.368173540569842e-05,1.164805144071579e-05,3.203368396498263e-05,2.548382690292783e-05,0.7333427499495301
3,20,16,4,1,0.00014463737898040563,0.00016336367116309702,0.00015887613699305803,1.8726292182691395e-05,1.4238758012652397e-05,4.487534170038998e-06,3.744559080587351e-07,0.23963815827816679
3,20,16,4,2,0.00014463737898040563,0.00016336367116309702,0.00015421897114720196,1.8726292182691395e-05,9.581592166796327e-06,9.144700015895069e-06,1.4886926464896533e-06,0.48833479295743676
